Air_Density,Temperature,Humidity,Blade_Length,Power_Output
1.148,2.6,28.4,61,3534.9
1.128,-2,52.1,50,2571.25
1.247,22.2,27.5,36,1862.73
1.009,-6.7,74,52,2518.05
1.26,19.9,52.6,68,6867.17
1.073,31.4,43.4,35,1746.08
1.217,8.1,87.6,57,4882.6
1.122,14.5,99.6,58,5012.45
1.088,-2.8,78.3,61,3506.96
1.185,26,20.8,36,1723.9
1.231,35.4,97.9,67,8030.39
1.135,26.6,31.2,54,4845.89
1.14,-3.9,43.7,46,2491.75
1.018,7.3,53.3,71,6104.57
1.277,-1.3,31.5,47,2607.81
1.254,19.5,54.1,48,3790.97
1.119,26.1,92.1,67,6776.93
1.229,38.8,41.1,41,3127.6
1.094,15.1,41.3,35,1347.34
1.219,21.9,67.2,73,7234.79
1.155,-4.7,73.5,66,5395.89
1.138,-2.2,67.6,66,4099.78
1.017,1.6,26.2,58,3170.4
1.29,-7.3,90.4,30,1058.31
1.251,10.4,78.7,63,5197.3
1.238,37.6,65.8,73,10660.47
1.091,22.6,55.7,80,8026.25
1.087,11.8,98,32,1188.02
1.172,14.7,87,72,6062.52
1.254,-2.7,40.9,70,7000.99
1.28,-5.2,70.1,40,2319.96
1.081,3,38.7,40,1581.77
1.182,5.3,65.7,55,3959.85
1.217,-3.9,78.6,35,1687.46
1.068,24.6,57.3,78,7712.42
1.122,36.2,44.1,74,7259.56
1.056,-1.3,47.3,50,2324.42
1.21,31.9,88.9,75,10412.74
1.259,4.9,25.6,56,3786.39
1.263,20.3,93,35,2081.41
1.201,-5.6,40.7,60,3929.5
1.104,2,69.2,39,1922.26
1.198,-2.1,60.2,78,6778.54
1.259,-1.9,45.1,67,6212.59
1.188,36.7,91.9,55,4139.97
1.124,8.2,86.2,37,1673.33
1.276,-0.2,64.1,56,3982.33
1.251,-1.4,52.6,75,7409.48
1.265,23.6,74.1,44,2873.37
1.271,25.9,29.5,48,3151.33
1.118,39,95.8,53,3922.11
1.258,21.3,91.1,54,4785.13
1.171,12.9,60.9,63,6117.69
1.011,1.2,86.8,79,6574.22
1.191,-8,93.5,33,1134.1
1.141,34,30.5,34,1506.35
1.083,29.4,41.1,54,3544.33
1.291,29.8,36.9,59,5554.43
1.017,6.1,73.2,78,5311.46
1.284,7.9,98.6,73,6812.63
1.048,29.2,22.6,39,2121.91
1.113,24.4,99.6,45,2666.63
1.125,22.5,29.2,34,1758.41
1.219,17.7,69.9,50,3804.56
1.065,8.4,74.3,30,1211.12
1.296,27.1,23,42,2636.51
1.225,8,46.6,57,4641.83
1.237,26.7,57.4,65,7797.46
1.032,-0.5,92.6,39,1562.65
1.143,19.5,76.2,62,5187.28
1.284,7.9,70.2,44,2352.43
1.081,31.4,30.4,73,7460.36
1.044,15.9,43.2,62,4741.71
1.146,21.2,55.2,61,4658.9
1.279,-5.8,44.2,44,2766.28
1.146,14.8,55,39,2118.94
1.121,29,93.6,46,3277.75
1.195,33,68.4,58,5657.2
1.281,26.1,61.5,57,4977.47
1.015,10.9,63,64,3893.88
1.046,2.9,81.9,42,2170.39
1.04,9.5,98,41,1595.19
1.026,18.1,98.6,37,1793.29
1.091,-9.7,72.7,40,1626.95
1.069,35.6,49.5,73,7524.53
1.165,7.2,67.3,31,1349
1.098,29.8,25.4,54,4894.4
1.122,16.7,32.9,46,2756.64
1.283,23.1,91.3,45,3497.69
1.047,28,79.9,69,6112.25
1.117,4.4,39.6,74,5826.95
1.077,20.3,53,60,5217.97
1.165,27.6,25,65,6983.67
1.221,28.5,89.2,74,8921.18
1.245,10.8,44.1,51,4302.17
1.155,26.4,63.7,77,7914.46
1.256,5.1,98.9,57,4192.31
1.236,-3.8,34.4,74,7621.8
1.047,-4.4,90.6,47,2626.67
1.074,15.3,40.7,45,2705.39
1.202,9.2,29.2,44,2202.65
1.292,1.6,21.8,65,5095.55
1.113,9.6,87.2,35,1457.17
1.069,10.6,20.2,71,6046.15
1.261,17.7,96.2,66,6627.18
1.06,-7.1,34.7,76,5441.96
1.209,35.4,85,45,2995.91
1.01,8.6,88.9,45,2130.04
1.006,20.8,26.8,53,3577.27
1.135,5.3,50.6,57,4595.77
1.197,28.1,42.1,68,6023.37
1.043,12.9,21.2,80,6837.26
1.229,6.1,53.9,60,5274.04
1.039,38.2,58.8,69,6982.98
1.16,33.3,74.4,31,1254.63
1.092,-1,39.5,47,2208.83
1.226,25,87.7,47,3235.01
1.241,27.7,58.4,31,1556.63
1.02,-8.3,73.7,64,4516.88
1.058,38,57.5,69,7568.65
1.268,1.6,26.5,45,2737.46
1.125,35.4,99.9,66,6894.2
1.143,22.7,82.3,56,3833.66
1.05,15.6,98.5,52,3920.46
1.298,29.3,85.8,45,3681.72
1.277,23.8,56.6,55,4935.05
1.001,27,75.2,49,2972.09
1.165,32.9,86.8,65,7168.2
1.262,13.6,71.5,42,2170.6
1.129,11.3,72,57,4119.21
1.131,35,36.1,52,3442.11
1.114,29.9,28.8,68,7856.36
1.009,-9,78.8,58,3703.66
1.237,22.7,65.2,77,8684.16
1.137,35.2,78.6,72,7517.35
1.159,24.2,66.6,32,1297.45
1.077,17.7,21,53,4069.04
1.235,-1.2,97.8,46,2917.31
1.238,37.5,29.8,31,1534.64
1.166,21.3,76.8,70,5944.47
1.271,-4.9,69.2,55,2996
1.035,36.4,39.8,65,6354.62
1.236,15.8,86.2,61,6108.35
1.168,-2.1,40.9,58,3494.12
1.069,1.3,25.6,35,1150.4
1.04,38.4,75.4,62,4940.95
1.09,11.8,46.1,70,6592.84
1.257,11,33,47,3564.07
1.236,14.3,34.1,76,9272.53
1.194,25,21.3,76,8882.5
1.027,8.3,44.4,55,3398.83
1.286,11.1,42.1,75,7910.68
1.092,27.3,58.5,69,6339.39
1.182,13.1,58.4,42,2696.8
1.241,25.7,74.3,49,3291.06
1.04,38.1,61,70,6872.39
1.196,38.1,85.1,39,2910.31
1.01,12.4,90,39,1550.61
1.031,1.7,64.2,49,2929.24
1.217,2.6,87.8,43,2392.98
1.047,31,99.2,62,4903.86
1.133,-6,73,76,5401.75
1.074,-8,35.3,31,1006.77
1.126,24.1,62.7,49,3368.94
1.023,35.5,24.9,47,2748.89
1.226,1.5,82.4,45,2898.33
1.024,-7.3,23.4,67,4662.04
1.251,34.8,58.6,67,8325.7
1.199,7.7,94.4,49,2836.96
1.125,17.5,87.9,46,3174.9
1.26,31.8,24,53,5540.69
1.056,2.5,50.6,68,5374.14
1.079,20.1,46.1,77,7508.85
1.041,39.6,25.7,78,10475.29
1.114,27.1,28.9,78,9016.99
1.296,9.9,65.2,74,9076.2
1.048,28.4,46,66,5594.83
1.249,-8.9,23.5,68,5608.94
1.196,0.8,88.1,80,6526.7
1.005,27.2,63.6,62,4526.83
1.283,3.1,76.3,60,5380.62
1.291,-3.7,75.7,74,6542.88
1.277,4.7,26.4,79,8858.97
1.151,-1.4,20.3,68,4576.96
1.066,11,87.6,80,7410.82
1.117,-3.8,97.7,72,5573.2
1.184,31.9,64.7,65,5609.99
1.114,29,61.3,75,7811.74
1.212,5.3,29.6,31,1247.84
1.239,16,64.7,75,7454.76
1.063,32.8,21.7,49,3750.78
1.121,36.5,83.2,66,6829.2
1.287,-5.4,61.5,55,3467.54
1.075,26.1,77.3,66,4735.49
1.104,-3.2,58.2,51,2466.61
1.011,-9,79.2,44,1636.06
1.1,-6.1,64.1,55,2521.79
1.111,18.8,62.7,68,5224.65
1.03,8.9,49.7,74,6584.86
1,-4.1,42.9,53,3156.11
1.173,13.7,81.3,36,1538.87
1.09,15.4,76.8,64,5905.16
1.005,29.4,92.1,65,4796.92
1.258,23.2,82.9,32,1426.97
1.175,13.3,25.9,31,1131.18
1.051,6.2,96.3,41,1512.4
1.26,-9.9,80,80,6318.38
1.076,31.6,47.7,77,7048.24
1.068,3.3,71.6,58,4321.26
1.268,0.7,81.1,39,1996.37
1.054,26.7,30.9,40,2533.44
1.264,-6.4,97.3,48,2884.8
1.241,3.1,72,73,6791.32
1.093,11.8,21.6,58,3634.02
1.01,12.1,64.3,66,4098.28
1.025,-2.1,35.5,78,5718.51
1.033,-8,40.1,74,4338.61
1.267,13.5,25.5,68,7657.7
1.121,7.9,53.4,75,7526.46
1.01,4.2,41.2,64,4729.47
1.167,3.5,86.9,41,2301.29
1.062,15.2,88.9,68,5728.86
1.071,-8.9,22.2,63,3754.61
1.048,-4.7,81.8,45,2375.67
1.229,6.3,23.1,54,4497.45
1,14,55.8,71,5007.92
1.132,24.7,28.3,69,6063.16
1.026,4.7,64.9,45,2191.68
1.166,23.4,96.5,67,7300.93
1.104,9.4,38.5,80,8515.82
1.009,28.7,87.2,35,1793.65
1.138,14,82.7,57,4995.57
1.171,17.1,80.8,40,2094.79
1.074,11.8,41.3,75,7609.17
1.23,-3.4,69.6,31,1258.89
1.111,-1.4,26.8,32,1303.2
1.225,10,58.7,40,2269.27
1.174,-5.1,93.6,56,2961.01
1.261,-3,60.9,50,3347.6
1.164,21.2,22.7,62,5343.18
1.056,21.7,75.9,43,2642.85
1.247,-3.6,89.8,47,2703.78
1.235,32.7,35.8,68,6525.08
1.292,32.8,32.6,70,7606.32
1.028,9,22.3,73,6336.65
1.177,14.9,81,54,4260.28
1.148,30.1,92.9,68,8219.58
1.201,28.1,59.1,74,8562.41
1.294,8.1,42.2,45,3112.45
1.16,5.9,94,80,8571.89
1.206,23.2,35.9,65,5714.87
1.104,8.2,53.9,74,7074.96
1.09,24.5,92.3,74,5990.65
1.101,-3.5,99,61,4109.87
1.012,23.6,41.2,66,6482.98
1.085,29.3,96.1,30,1402.79
1.052,35.2,58.5,72,7830.9
1.137,12.8,70.9,33,1369.63
1.138,18,80.8,72,7505.48
1.23,4.4,49.7,59,4349.48
1.151,-2.5,86.8,79,7650.74
1.139,-1.3,93.8,69,5813.88
1.069,32.2,81,76,7724.48
1.256,17.1,29.3,37,1676.09
1.027,8.8,24.3,44,2226.81
1.295,33.2,44.1,43,3754.82
1.143,-4.3,81.8,69,4664.81
1.056,19.7,88.7,37,1471.89
1.106,29.5,52.8,46,2743.29
1.005,-3.8,29.9,62,3788.08
1.05,-4,79.7,39,1669.24
1.101,-8.3,87.3,48,2735.83
1.166,37.1,28.7,38,1900.77
1.039,24.6,54,60,3858.67
1.203,-6.4,71.4,41,1658.34
1.253,23.6,80.3,59,5509.39
1.172,5.2,96,74,5982.47
1.089,-4.5,36,46,2408.37
1.036,39.6,92.7,68,7620.26
1.005,-1,87.9,65,4006.74
1.22,29.9,60.2,47,3576.93
1.189,34.1,67.3,47,3022.59
1.143,16.5,76,79,9879.16
1.031,38.8,91.7,52,3124.24
1.062,-4,64.4,71,4311.53
1.245,38,37.4,41,2343.06
1.144,-6.5,54.2,32,1244.13
1.289,13.9,46.6,60,5016.43
1.3,32.8,95.9,69,9845.75
1.24,17.7,28.1,71,6381.43
1.077,19.2,57.2,58,3506.77
1.069,-2,99,55,2745.58
1.076,39.2,60.4,68,8143.49
1.296,1.6,54.9,40,2328.57
1.101,32.9,73.1,78,9778.79
1.212,37.8,38,67,8041.84
1.288,4,87.7,39,1707.47
1.246,26.5,58.1,62,5361.92
1.179,-6,53.1,46,2800.93
1.051,27.1,54,62,4947.62
1.052,14.2,74.6,73,7000.55
1.148,-4.1,72.6,56,4081.54
1.286,34.7,61,38,2653.18
1.271,23.9,67.7,78,9039.35
1.05,-1.6,89.3,41,1865.25
1.086,16.6,84.6,71,5667.57
1.177,6.3,61.7,45,2928.97
1.143,25.5,94.6,64,5318.61
1.036,21.4,56.8,44,2154.05
1.111,-0.5,44.7,32,1349.96
1.286,2.1,32.6,61,5687.09
1.285,25.2,38,33,1864.26
1.168,23.8,74.2,48,3833.28
1.191,5.6,66.1,70,6759.66
1.067,13.9,30.5,34,1390.59
1.223,13.4,58.2,51,3980.9
1.016,-3.8,32.3,55,2998.49
1.066,21.1,52.4,63,5460.53
1.002,3.2,39.4,35,1399.27
1.116,13,59.1,43,2702.13
1.255,-6.4,89.1,57,3520.38
1.295,20.7,43.8,51,4030.6
1.2,32,97.8,73,8509.66
1.223,18.5,59.9,75,8917.58
1.079,19.8,33.9,35,1534.66
1.156,23.7,73.4,66,5980.01
1.221,-0.2,89.3,71,5004.3
1.149,-6.6,58.3,37,1261.6
1.027,32.7,91.3,69,7722.29
1.222,32.3,81.8,65,6314.41
1.066,17.2,29.1,33,1439.34
1.029,-0.1,88.4,46,2389.38
1.143,30.9,29.1,53,4930.93
1.022,1,50.8,39,1529.78
1.189,33,94.5,40,3014.22
1.192,11.2,41.5,44,2499.98
1.077,-7.1,20.7,61,3089.08
1.289,30.8,54.2,77,9228.47
1.247,18,95.3,36,2287.23
1.033,5.9,54,40,1433.49
1.225,12.6,28.6,65,5817.23
1.106,34.3,53.6,45,3414.09
1.225,0.2,98.9,62,5558.21
1.24,-4.8,36.2,69,5015.63
1.045,29.2,93.1,64,5613.06
1.199,21.1,29.5,77,7756.07
1.259,33.5,28.6,60,7095.54
1.097,5.7,23.9,68,5766.11
1.024,18.1,32.9,62,5557.93
1.008,-7.9,95.4,66,4807.82
1.033,32.3,85.7,76,8447.43
1.001,-0.4,46.7,71,4577.27
1.098,-4.3,31.1,37,1246.74
1.09,14.2,64.9,35,1770.56
1.033,27.2,29.9,65,6006.96
1.195,0.5,73.9,41,2074.98
1.298,1.7,90.7,39,1922.17
1.27,5.8,61.9,43,2018.68
1.076,30.6,38.6,43,3093.24
1.231,27.4,45.2,58,5758.16
1.281,3.5,50.6,54,4251.51
1.272,2.8,96.8,46,2414.85
1.265,35.3,88.8,39,3076.37
1.236,20.7,63.7,60,5760.3
1.088,1.2,74.7,70,4720.02
1.025,-3,27.8,65,4258.95
1.146,-6.7,34.6,72,4882.09
1.016,2.3,64.1,48,2440.55
1.3,26,30.1,63,7745.1
1.107,8.6,21.6,77,5837.27
1.288,38.3,28.4,51,5456.73
1.232,6.2,28.3,49,3387.67
1.123,-2.5,79.3,65,5299.96
1.035,-1.2,88,31,829.12
1.071,14.4,85.1,66,4624.96
1.202,36.9,99.3,55,5809.75
1.249,35,90.9,56,5940.27
1.294,-0.8,54.2,58,4581.45
1.04,27.7,55.9,71,6994.65
1.047,27.6,44.6,47,2401.95
1.013,-1.7,37.5,30,1053.39
1.078,4.9,83.3,73,7033.86
1.246,-6.2,71,65,4940.2
1.059,-6.3,31.2,80,6700.16
1.164,12.1,76.1,78,6989.18
1.134,14.2,35.5,52,3571.11
1.098,-8.4,53,77,6883.3
1.186,38.3,91.4,67,6276.63
1.151,14.3,25.2,68,6318.25
1.1,29.4,49.7,42,2128.46
1.207,21.7,21.9,64,5937.72
1.084,21,55.7,56,3783.02
1.193,5.2,74.2,61,3889.5
1.287,34.4,20,36,1884.69
1.219,5,72.5,80,8087.45
1.126,37.6,71.9,51,4359.21
1.224,-8,92.6,64,5316.36
1.243,-4.3,55.4,60,4021.97
1.098,26.3,32.7,74,8645.08
1.212,20.4,74.6,44,2636.74
1.13,25.9,50.8,76,8194.48
1.246,22.1,33.9,79,9609.6
1.089,16.4,70.2,50,3423.66
1.281,-8.4,29.2,47,2160.46
1.172,30.4,32.6,41,2218.34
1.106,15.5,78.7,49,3220
1.126,-4.7,75.1,72,6262.62
1.104,-0.4,67.9,53,3194.48
1.044,23.1,82.9,60,5035.63
1.021,-6.1,32,34,1096.03
1.097,33.5,26.2,74,7931.36
1.138,29.5,99.4,58,5355.05
1.109,5.3,61.2,70,6349.79
1.004,34.2,97.5,39,1811.24
1.174,34.3,67.5,57,5994.43
1.043,31.9,76.9,55,4630.52
1.063,5.4,43.7,57,4142.21
1.036,22.8,89.4,54,3646.54
1.156,12.6,50.9,70,6932.06
1.029,16.9,90.3,48,3268.93
1.077,10.5,42.8,70,5353.94
1.136,-9.8,67.3,63,4611.72
1.05,-9.5,82.6,55,3441.56
1.134,28.6,82.7,74,9080.44
1.103,37.3,83.1,72,6523.58
1.258,1.5,99.7,74,7948.09
1.238,17.2,96.6,69,6304.36
1.298,5.3,36.2,69,5374.92
1.159,13.9,49.6,73,6325.34
1.173,-4.1,61.3,60,3435.83
1.284,26.3,78.2,44,3683.1
1.12,15.8,74.1,74,6284.76
1.167,5.4,73.9,41,2120.1
1.114,23.2,42.6,45,3185.41
1.164,15.6,47,45,2591.27
1.024,10.2,36.4,68,5611.63
1.235,16.7,90.4,47,3128.45
1.296,37.7,53.5,65,7129.03
1.02,-6.5,57.4,73,5367.28
1.24,36.2,96.6,45,2782.97
1.073,-3.7,93.3,31,965.61
1.059,0.3,42.4,34,1023.25
1.208,39,91.1,55,5403.47
1.013,30.5,63.9,71,7541.97
1.139,7.6,72.3,54,3506.1
1,10.2,54.3,72,5727.52
1.166,5,98.8,52,3563.83
1.139,1.3,74.7,57,3670.6
1.275,-7,48,56,3176.96
1.216,-8.3,65.7,58,4018.12
1.038,15.1,89.5,55,4067.38
1.106,16.5,25.2,79,7202.27
1.279,28.1,37.5,44,2909.21
1.218,-5.2,20.6,31,1327.57
1.178,15.7,32.7,51,3911.31
1.168,36.2,63.8,47,2885.85
1.119,32.6,49.9,67,7814.63
1.176,16.7,59.6,56,4747.43
1.231,-3.3,58.8,77,7862.85
1.038,-2.2,35.1,48,2199.75
1.291,13.9,85.8,66,6372.16
1.072,20.9,47.4,74,5839.46
1.134,38.9,87.1,72,8587.9
1.007,31.6,35.6,52,3894.2
1.165,10.7,47.4,63,5304.84
1.115,7.5,71.4,70,6705.53
1.075,-9.3,46.6,35,1389.75
1.296,-9.6,37.3,43,2071.53
1.128,13.7,95.3,30,1147.02
1.124,-6.5,56.1,58,3863.51
1.139,-2.2,93.4,65,4561.23
1.035,39,98.8,40,1867.86
1.118,25.9,49.4,58,4326.48
1.101,12.6,47.7,77,6754.63
1.14,32.9,36.7,69,7977.83
1.257,-1.1,60.9,56,3303.18
1.058,9.5,37.2,50,2595.6
1.182,4.7,39.8,78,6681.42
1.011,39.8,80.6,38,1691.59
1.095,35.1,55,68,5552.23
1.142,16.3,37.2,73,8226.62
1.022,11.2,43.9,73,5947.11
1.163,39.9,35.5,71,7777.54
1.093,0.3,39.2,58,3990.93
1.298,10.4,79.8,63,4776.7
1.189,25.6,88.3,45,2620.86
1.073,25.2,96.4,73,6908.55
1.031,18.7,99.2,36,1753.03
1.012,37.6,52.6,67,6450.47
1.027,2.3,25.3,39,1689.43
1.204,18.4,68.2,32,1238.14
1.256,30.5,25.5,53,4313
1.047,1.6,75.8,45,1933.02
1.121,33.6,76.3,64,5602.22
1.106,22,31.8,41,2254.5
1.193,9.1,81,56,4425.67
1.055,22.4,41,64,5015.99
1.286,36.4,50.4,73,8893.34
1.219,39.4,24.9,50,3496.24
1.287,4.1,54.5,36,1842.41
1.083,35.5,44.3,63,5642.73
1.176,-8.1,71.1,34,1398.94
1.22,-9.6,41.5,44,2076.8
1.213,20.1,69.5,30,1054.58
1.006,14.1,44.1,38,1760.91
1.299,13.5,38.8,59,5964.42
1.278,1.7,79.4,53,3941.08
1.036,19.9,44.7,74,7084.94
1.163,-9.2,36.9,70,4171.04
1.094,11.7,96.6,54,3043.68
1.264,8.3,88.5,36,1702.33
1.209,-0.3,58.4,43,1830.14
1.067,15.5,26,66,6121.91
1.01,24.5,62.5,80,8463.62
1.088,30.6,22.8,53,4462.37
1.011,13.1,86.5,37,1840.9
1.042,2,53.9,54,3334.14
1.191,0.5,37.1,74,6993.29
1.224,19,81.1,78,9204.96
1.14,9.5,33.2,76,6146.06
1.18,5.9,75.7,54,3061.55
1.047,16.1,71.1,32,1453.56
1.095,17.8,32.9,53,3625.83
1.214,1.7,73.1,77,6973.94
1.109,8.9,82.6,39,1720.74
1.105,25.4,82.2,37,1979.88
1.058,9.4,68.3,48,2436.09
1.178,12.2,27.7,52,4138.85
1.243,22,33.7,31,1492.4
1.141,-0.5,43.8,39,2049.97
1.035,33.3,95,66,4907.91
1.252,6.9,27.7,53,3969.13
1.021,24.4,64,77,8714.29
1.142,4.9,91.4,40,2082.89
1.078,22.4,55.1,57,3793.42
1.281,3.9,90.5,38,1893.43
1.221,27.4,45.8,79,8112.64
1.17,-4.8,55.4,42,2203.03
1.2,5.4,67.7,67,6099.22
1.16,18.4,72.1,57,4552.32
1.044,21.7,51.4,64,4374.11
1.213,-3.1,56.8,66,4649.36
1.148,6,69,67,4857.05
1.19,-4.9,88.1,50,3090.51
1.014,31.7,48.5,34,1272.63
1.043,39.2,64.8,69,6387.08
1.177,4.2,80.7,49,2386.44
1.138,14.2,97,70,6279.74
1.068,15.3,29.7,66,6322.62
1.072,-1.8,26.4,41,1861.82
1.189,23.4,23,31,1610.78
1.018,15.8,37,32,1311.77
1.13,15.7,62.3,57,4593.55
1.157,-7.1,33.5,48,2650.97
1.092,-6,39.8,47,2653.86
1.246,38.2,33.1,58,5178.93
1.017,37,90.4,34,1396.93
1.26,-9.1,89.8,54,3271.27
1.217,17,57,79,7356.75
1.134,-6.8,46.3,32,1013.68
1.277,29.7,93.8,34,2074.05
1.211,-7.5,70.4,37,1401.95
1.279,17.5,33,32,1316.31
1.142,21,84.8,51,3750.56
1.136,-5.2,44.9,48,2553.79
1.159,19.7,89,72,7548.68
1.02,37.1,62.8,78,9072.63
1.273,-5.1,75.4,72,7310.65
1.2,24.2,76.9,49,2935.7
1.185,3.6,23.8,49,3243.15
1.278,3.7,79,50,3952.9
1.298,17.2,38.5,73,7814.39
1.049,36.4,81.1,57,3991.47
1.225,1.5,44.7,48,2721.78
1.174,39.7,27.5,80,9446.35
1.138,-5.4,68.4,68,4672.27
1.293,37,99.1,51,5398.39
1.255,-9.1,22,30,1087.51
1.209,-1.9,21.3,55,3682.44
1.115,38.8,34.7,41,2289.85
1.2,3.3,30.8,50,3328.61
1.16,-9.6,78.2,35,1382.43
1.075,34.3,68.3,74,7726.99
1.135,35.7,26.6,31,1554.19
1.064,27.2,29.3,71,5900.22
1.15,37,80.9,59,4540.25
1.216,3.3,37,34,1249.35
1.011,22.3,31.7,68,5003.62
1.23,27.1,24.5,62,6993.9
1.006,38.7,83.4,66,6635.6
1.155,34.9,95.3,37,2193.7
1.172,-7,87.4,69,4847.2
1.228,7,21.1,73,8186.09
1.228,20.8,39.9,64,6181.06
1.125,32.8,84.6,65,5835.75
1.02,4,82,50,2788.59
1.208,-9.6,34.8,57,2918.53
1.153,-0.7,81.7,37,1810.62
1.1,11.3,45,61,4162.79
1.07,-6.9,99.1,31,967.87
1.036,-7.9,92.8,38,1455.63
1.089,10.1,90.1,63,5155.42
1.138,22.4,57.4,38,2357.66
1.143,25.5,62.5,38,1811.08
1.175,16.6,74.6,56,4091.3
1.109,11.8,33.5,66,4518.45
1.276,-9.1,64.6,49,3114.76
1.149,3.1,81.3,41,1862.88
1.127,23.5,24.3,74,6883.33
1.014,12.5,38,31,1033.01
1.18,3.2,86.6,40,1880.67
1.181,1.5,52.8,74,5800.97
1.175,-9.1,32.7,33,1079.51
1.266,31.3,43.5,57,4749.43
1.229,33.9,77.5,49,3805.76
1.26,8.3,69.7,56,4457.05
1.018,25.1,67.9,31,1400.7
1.095,-6.8,52.5,78,6462.54
1.096,34.4,78.5,54,4646.79
1.197,35.3,80.4,35,1706.05
1.135,-2.2,78,57,4215.01
1.233,29,83.9,68,8308.7
1.115,13.7,42.1,55,4390.83
1.066,24.1,92.9,32,1241.41
1.087,13.7,47.2,61,4688.63
1.055,-6.1,42.2,72,4419.56
1.059,32,72.7,70,7821.8
1.065,-5.7,97.1,65,5046.2
1.005,8,40.5,37,1560.01
1.215,39.3,35.2,56,4840.2
1.12,11.3,24.1,39,1935.18
1.007,31,57.6,54,3834.39
1.111,-1.6,92.4,78,6367.06
1.272,31.5,92,35,1799.12
1.153,13.1,81.8,67,5413.94
1.296,15.5,40.1,34,2033.44
1.162,38.4,59,57,5057.77
1.289,34.3,29.3,32,1549.7
1.061,7.4,66.2,63,4536.89
1.087,37.5,97,56,3884.73
1.21,-4.8,80.1,39,1683.54
1.296,-8.7,55.2,63,5035.37
1.248,16.6,72.7,65,5567.43
1.166,28.5,66,77,7177.38
1.026,1,72.5,38,1487.99
1.109,-6,24.7,39,1730.24
1.026,32.3,70.6,33,1552.79
1.093,39.3,65.5,74,7113.44
1.078,24.7,99.1,68,7064.51
1.117,38.8,25.7,56,5151.33
1.251,31.6,49.7,63,6537.05
1.045,2.6,87.8,61,4314.26
1.092,-4.5,52.6,64,4728.28
1.078,30.4,99.3,71,8101
1.089,23,26.1,80,6873.1
1.108,30.6,22,56,5198.48
1.073,25.9,78.8,61,5739.64
1.283,15.3,96.1,46,3748.85
1.126,37,24.3,60,5592.65
1.034,27.7,75.7,40,1952.38
1.14,-9.6,55.8,41,1614.65
1.055,25.2,60.2,80,6762.82
1.065,17.2,76.6,62,4884.98
1.086,-3.1,38,34,1314.61
1.037,11.8,61.7,75,6657.35
1.216,16.2,74,39,2032.39
1.238,13.4,33.9,72,7167.72
1.118,11.7,51.4,73,6923.62
1.207,21.6,57.8,49,2899.15
1.117,22.9,25.5,78,8234.6
1.049,24.9,99,53,3566.06
1.119,28.1,20.3,35,1652.38
1.167,31.7,28.6,41,2871.55
1.012,18.7,73.5,54,3655.77
1.196,-6.4,23.9,54,3873.05
1.223,8.2,95.1,55,3648.47
1.258,-9.8,97.2,69,5072.22
1.031,19.8,58.3,36,1589.31
1,38.8,66.7,32,1181.17
1.022,31.4,90.6,49,2972.64
1.277,14.3,38.3,35,1500.38
1.23,25.4,53.5,48,3034.63
1.251,27.1,90.9,68,7824.7
1.155,19.7,48.7,50,3768.74
1.158,34.3,94.2,77,7614.61
1.09,6.1,74.7,76,5757.46
1.253,23.7,79.3,78,9998.07
1.249,-6.8,72.4,72,6963.1
1.118,-3.1,80.3,30,822.23
1.099,36.9,88.5,42,2461.27
1.222,17.2,95.6,60,5607.28
1.008,27.7,36.2,63,5312.08
1.258,33.5,98.2,37,2228.39
1.134,36.7,85.6,66,6451.97
1.132,-5.5,61.6,71,4927.32
1.201,25.1,53,39,2427.32
1.194,21.5,53.8,70,6052.95
1.08,20,68.4,50,3084.54
1.283,-2.7,76.2,53,4178.35
1.296,28.7,75,43,2529.85
1.158,5.8,38.4,74,6084.45
1.168,1.1,64.4,72,7336.49
1.166,25.4,62.9,46,3355.98
1.146,0.8,36.2,79,7009.93
1.284,14.9,51.9,45,2959.9
1.073,5.9,67.5,49,2700.98
1.032,31.2,91.9,35,1685.56
1.279,37.7,47.7,68,8806.29
1.064,31.2,40.3,63,4455.08
1.225,9.8,27.5,39,1959.15
1.061,-1.9,68.5,70,5613.51
1.288,24.9,79.5,65,7007.14
1.237,35.2,35.9,64,8213.43
1.276,10.1,69.4,79,7650.95
1.285,-8,97.4,58,3837.58
1.025,-3.8,75.1,41,1931.63
1.13,9.1,68,68,5795.6
1.194,15,25,63,5962.33
1.241,4.5,98.9,58,4147.26
1.072,14.4,57.5,49,3125.38
1.274,37.9,60.1,54,4509.26
1.066,-6.1,83.7,64,3940.68
1.26,30.2,57.1,67,6368.99
1.154,12.8,60.5,45,2517.21
1.155,22.7,85.8,73,6596.07
1.112,38.5,37.1,41,2367.12
1.031,13,35.5,53,3048.15
1.104,-5.2,44.4,61,4325.48
1.128,31.4,63.4,42,2882.88
1.144,3.2,70.4,31,1301.91
1.222,35.3,84.3,78,8788.3
1.106,-5.9,48.2,34,1000.38
1.122,1.4,37,46,2235.74
1.272,38.4,53,72,8617.11
1.226,34,33.9,45,3792.98
1.007,0.9,41.6,49,2397.78
1.244,28.8,25.4,72,8083.67
1.297,-5.7,25.9,63,5476.24
1.282,-2.1,36.7,57,4567.03
1.251,-0.9,46.6,68,5517.16
1.189,-7.8,95.5,52,2737.97
1.083,14.2,58.9,54,3787.66
1.196,9.5,30.1,36,1754.59
1.209,19.5,34.9,48,3934.74
